Year,Experiment,Location,Treatment,Trt_code,Rep,Plot,Baseline Nitrate,Recalculated IWG Grain kg/ha,Recalculated IWG Straw kg/ha,Legume Biomass kg/ha,Total VBiomass,Legume,Weed Biomass kg/ha,Legume weed biomass kg/ha,Plot,IWG_%C,IWG_13C,IWG_%N,IWG_15N,IWG_CN,Diff_IWG_LEG,Leg_Fraction,% N_transfer
2018,Legume Trial,Lamberton,Canada Milk Vetch,CMV,1,101,,290.97,3402.6,34.68899522,3437.288995,1,163.8755981,2.156698565,101,43.115598,-30.024,0.82,2.0162,52.4409,0.59615211,0.87360977,-0.155768611
2018,Legume Trial,Lamberton,Canada Milk Vetch,CMV,2,201,,154.23,5143.65,11.33971292,5154.989713,1,35.88516746,1.217703349,201,43.2917459,-30.162,1.06,3.25,41.0084,2.57999716,0.52805719,-0.596427556
2018,Legume Trial,Lamberton,Canada Milk Vetch,CMV,3,308,,250.425,3545.7,607.6555024,4153.355502,1,7.177033493,0.51076555,308,43.2420632,-30.118,0.84,1.0513,51.6916,NA,NA,0.188811572
2018,Legume Trial,Lamberton,Canada Milk Vetch,CMV,4,401,,241.68,3927.3,0,3927.3,1,0,25.11961722,401,43.2781961,-30.059,0.91,2.1227,47.5377,1.08273458,0.78756406,-0.193833778
2018,Legume Trial,Lamberton,none,None,1,103,,224.19,4873.35,NA,4873.35,0,4.784688995,0,103,42.1130937,-30.682,0.96,3.3632,44.0951,NA,NA,NA
2018,Legume Trial,Lamberton,none,None,2,208,,178.08,3052.8,NA,3052.8,0,191.3875598,0,208,41.1251165,-30.695,0.75,1.8278,55.1801,NA,NA,NA
2018,Legume Trial,Lamberton,none,None,3,303,,199.545,3323.1,NA,3323.1,0,9.56937799,4.35645933,303,42.4694874,-30.202,0.76,0.6197,55.9729,NA,NA,NA
2018,Legume Trial,Lamberton,none,None,4,408,,275.07,3657,NA,3657,0,206.937799,39.47368421,408,41.9642205,-29.638,0.63,0.5342,66.723,NA,NA,NA
2018,Legume Trial,Lamberton,Red Clover,RdCl,1,106,,216.24,3466.2,240.430622,3706.630622,1,3.588516746,4.784688995,106,41.9912883,-30.162,0.91,2.8531,46.1659,2.91307875,0.52990278,-0.454670982
2018,Legume Trial,Lamberton,Red Clover,RdCl,2,209,,99.375,1446.9,1946.172249,3393.072249,1,0,0,209,41.6123382,-29.595,1.09,4.2398,38.1304,4.1197815,0.31528217,-0.949921963
2018,Legume Trial,Lamberton,Red Clover,RdCl,3,307,,186.825,1733.1,1019.138756,2752.238756,1,55.02392344,0,307,42.1807634,-30.028,1.1,3.2591,38.4586,2.5491386,0.53026492,-0.599692356
2018,Legume Trial,Lamberton,Red Clover,RdCl,4,407,,53.265,890.4,1625.598086,2515.998086,1,0,20.33492823,407,42.0364014,-29.975,1.06,1.8375,39.5135,0.51745335,0.89257228,-0.091947626
2018,Legume Trial,Lamberton,White Clover,WhCl,1,109,,323.565,3513.9,2.870813397,3516.770813,1,0,0,109,41.2243654,-30.166,0.78,1.6858,53.1567,1.90576193,0.70019908,-0.037772118
2018,Legume Trial,Lamberton,White Clover,WhCl,2,207,,232.14,4054.5,17.94258373,4072.442584,1,13.15789474,0,207,41.567225,-30.449,0.8,1.8375,51.756,1.25750184,0.77369865,-0.091964943
2018,Legume Trial,Lamberton,White Clover,WhCl,3,304,,422.145,4626.9,4.474880383,4631.37488,1,56.22009569,50.23923445,304,41.4860214,-30.248,0.79,1.2419,52.4044,1.60192562,0.75342692,0.120740851
2018,Legume Trial,Lamberton,White Clover,WhCl,4,403,,354.57,4817.7,2.645933014,4820.345933,1,50.23923445,14.35406699,403,41.6123382,-29.869,0.89,2.084,46.8844,0.06402136,0.9844486,-0.180007627
2018,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,1,103,,117.66,4444.05,NA,4444.05,0,9.56937799,0,103,42.6278036,-30.688,0.82,1.6724,51.8371,NA,NA,NA
2018,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,2,203,,217.035,5485.5,NA,5485.5,0,50.23923445,0,203,42.6955528,-30.467,0.78,2.1482,54.6931,NA,NA,NA
2018,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,3,301,,106.53,2814.3,NA,2814.3,0,498.8038278,0,301,42.3748733,-30.128,0.7,2.3525,60.7593,NA,NA,NA
2018,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,4,408,,211.47,5970.45,NA,5970.45,0,259.569378,0,408,42.5826375,-30.471,0.76,2.7291,55.9078,NA,NA,NA
2018,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,1,108,,95.4,4762.05,NA,4762.05,0,0,0,108,42.4290726,-30.196,0.92,2.3061,46.1526,NA,NA,NA
2018,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,2,209,,89.04,3672.9,NA,3672.9,0,284.6889952,0,209,42.4968218,-30.153,0.85,4.0357,49.8858,NA,NA,NA
2018,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,3,307,,119.25,4746.15,NA,4746.15,0,576.5550239,0,307,42.1851755,-30.221,0.83,2.2106,51.1029,NA,NA,NA
2018,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,4,407,,275.07,5946.6,NA,5946.6,0,0,0,407,43.1697973,-30.384,0.85,2.4795,51.0286,NA,NA,NA
2018,Legume Trial,Rosemount,Alfalfa,Alf,1,104,,139.92,3315.15,704.5454545,4019.695455,1,1.196172249,0,104,40.8634604,-30.786,0.81,2.6654,50.3454,3.25543073,0.60007137,0.321914358
2018,Legume Trial,Rosemount,Alfalfa,Alf,2,202,,56.445,2893.8,1057.416268,3951.216268,1,149.5215311,0,202,40.8318812,-30.822,0.76,3.1081,53.8618,3.6381271,0.54973837,0.244654956
2018,Legume Trial,Rosemount,Alfalfa,Alf,3,303,,121.635,3172.05,978.4688995,4150.5189,1,33.49282297,0,303,41.6754965,-30.84,0.81,2.345,51.2713,3.16495859,0.62187007,0.377843178
2018,Legume Trial,Rosemount,Alfalfa,Alf,4,406,,166.155,3370.8,1805.023923,5175.823923,1,0,0,406,41.3597047,-30.88,0.7,5.2437,59.4027,4.72374106,0.32806239,-0.128052542
2018,Legume Trial,Rosemount,Alsike Clover,AlCl,1,109,,108.12,2385,679.4258373,3064.425837,1,193.7799043,0,109,41.61,-30.12,0.77,2.39,54.1093,3.01121767,0.63143122,0.36977004
2018,Legume Trial,Rosemount,Alsike Clover,AlCl,2,207,,232.935,6153.3,429.4258373,6582.725837,1,13.15789474,0,207,42.21,-30.26,0.73,3.12,57.6326,3.59510632,0.55229225,0.243436943
2018,Legume Trial,Rosemount,Alsike Clover,AlCl,3,309,,110.505,3831.9,301.4354067,4133.335407,1,1.196172249,0,309,41.2,-30.16,0.74,2.68,55.4784,3.33962875,0.59322572,0.319436518
2018,Legume Trial,Rosemount,Alsike Clover,AlCl,4,402,,57.24,2170.35,434.2105263,2604.560526,1,10.76555024,0,402,41.77,-30.01,0.79,3.47,52.7676,3.87561818,0.51311508,0.182265588
2018,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,1,102,,39.75,2949.45,1363.636364,4313.086364,1,17.94258373,0,102,41.233388,-30.485,0.64,3.3679,64.288,4.65787014,0.47309336,0.199324583
2018,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,2,204,,170.925,3601.35,2305.023923,5906.373923,1,3.588516746,0,204,41.2965463,-30.901,0.66,4.5615,63.0334,6.23151364,0.32413298,-0.008990165
2018,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,3,305,,109.71,3092.55,1309.808612,4402.358612,1,0,0,305,41.0348903,-30.83,0.75,3.2384,54.982,4.59838502,0.4839091,0.221922336
2018,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,4,409,,141.51,3641.1,289.4736842,3930.573684,1,144.7368421,0,409,42.5326457,-31.622,2.5,-1.536,17.0129,NA,NA,1.055106716
2018,Legume Trial,Rosemount,Canada Milk Vetch,CMV,2,201,,127.2,3164.1,1003.588517,4167.688517,1,94.49760766,0,201,41.76,-30.09,0.71,2.78,59.0754,3.05828401,0.60941602,0.302219196
2018,Legume Trial,Rosemount,Canada Milk Vetch,CMV,3,306,,85.86,3219.75,358.8516746,3578.601675,1,208.1339713,0,306,41.264325,-29.798,0.69,3.0533,59.8843,3.0932956,0.59245274,0.254224154
2018,Legume Trial,Rosemount,none,None,1,106,,81.885,3505.95,NA,3505.95,0,1.196172249,0,106,39.8348814,-30.727,0.7,5.8931,57.2665,NA,NA,NA
2018,Legume Trial,Rosemount,none,None,2,206,,172.515,5000.55,NA,5000.55,0,5.980861244,0,206,40.9356414,-30.836,0.68,2.8068,60.2086,NA,NA,NA
2018,Legume Trial,Rosemount,none,None,3,304,,135.15,3696.75,NA,3696.75,0,120.8133971,0,304,41.5221119,-30.97,0.62,3.0947,66.502,NA,NA,NA
2018,Legume Trial,Rosemount,none,None,4,405,,111.3,3339,NA,3339,0,0,0,405,40.683008,-31.162,0.68,6.2823,59.8988,NA,NA,NA
2018,Legume Trial,Rosemount,Red Clover,RdCl,1,101,,43.725,3362.85,911.4832536,4274.333254,1,0,0,101,41.5762477,-30.206,0.83,3.0633,50.0047,3.84327219,0.53862441,0.252483038
2018,Legume Trial,Rosemount,Red Clover,RdCl,2,205,,65.985,3187.95,2277.511962,5465.461962,1,188.9952153,0,205,41.3145916,-30.974,0.75,4.9415,55.1398,5.19154063,0.33442036,-0.0753125
2018,Legume Trial,Rosemount,Red Clover,RdCl,3,308,,86.655,3609.3,1721.291866,5330.591866,1,13.15789474,0,308,40.9175962,-30.945,0.74,3.0683,55.5573,3.47833825,0.56302444,0.251598909
2018,Legume Trial,Rosemount,Red Clover,RdCl,4,404,,46.11,1788.75,916.2679426,2705.017943,1,175.8373206,0,404,41.2965463,-30.741,0.8,3.5198,51.479,4.03981965,0.49940458,0.172806343
2018,Legume Trial,Rosemount,White Clover,WhCl,1,105,,137.535,3339,433.0143541,3772.014354,1,468.8995215,0,105,40.5927817,-30.826,0.63,3.9391,64.5026,4.39907825,0.45080372,0.099637305
2018,Legume Trial,Rosemount,White Clover,WhCl,2,208,,144.69,3657,116.0287081,3773.028708,1,62.20095694,0,208,41.0078224,-30.794,0.73,7.2036,56.5172,7.3035696,0.04528867,-0.470081955
2018,Legume Trial,Rosemount,White Clover,WhCl,3,302,,116.865,3307.2,122.0095694,3429.209569,1,8.373205742,0,302,40.6739853,-31.078,0.78,4.0598,52.0676,4.68980157,0.42667667,0.078568661
2018,Legume Trial,Rosemount,White Clover,WhCl,4,401,,72.345,3529.8,31.10047847,3560.900478,1,100.4784689,0,401,41.3145916,-30.923,0.7,3.4821,59.1296,4.12208435,0.49669479,0.179391911
2018,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,1,103,,123.225,5612.7,NA,5612.7,0,0,0,103,42.5826375,-30.299,0.96,5.9012,44.1612,NA,NA,NA
2018,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,2,204,,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,3,304,,112.89,6773.4,NA,6773.4,0,7.177033493,0,304,41.8419128,-30.447,1.18,6.7826,35.467,NA,NA,NA
2018,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,4,401,,395.115,10112.4,NA,10112.4,0,8.373205742,0,401,42.0948432,-30.324,0.95,5.8754,44.4466,NA,NA,NA
2018,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,1,105,,147.075,7552.5,NA,7552.5,0,5.980861244,0,105,41.9503115,-30.258,1.04,7.2226,40.514,NA,NA,NA
2018,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,2,201,,64.395,6487.2,NA,6487.2,0,0,0,201,42.3206739,-29.517,1.06,6.1673,39.7839,NA,NA,NA
2018,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,3,306,,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,4,402,,231.345,7393.5,NA,7393.5,0,0,0,402,42.3297071,-30.138,1.11,6.5168,38.1078,NA,NA,NA
2018,Legume Trial,Saint Paul,Alfalfa,Alf,1,101,,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,Alfalfa,Alf,2,206,,105.735,4372.5,2398.325359,6770.825359,1,0,0,206,40.6254509,-31.168,1.11,5.3812,36.5037,2.73123063,0.41776407,0.032077621
2018,Legume Trial,Saint Paul,Alfalfa,Alf,3,308,,121.635,5342.4,1062.200957,6404.600957,1,222.4880383,0,308,40.7071558,-30.942,1.15,4.932,35.4291,5.08198904,0.32158144,0.097948822
2018,Legume Trial,Saint Paul,Alfalfa,Alf,4,406,,190.005,4324.8,224.8803828,4549.680383,1,0,0,406,40.511972,-31.479,1.14,6.2586,35.6667,5.69855375,0.15962118,-0.096562134
2018,Legume Trial,Saint Paul,Alsike Clover,AlCl,1,102,,131.175,4881.3,0,4881.3,1,203.3492823,0,102,41.63,-29.79,0.87,5.23,47.674,5.16865047,0.29011167,0.054450077
2018,Legume Trial,Saint Paul,Alsike Clover,AlCl,2,208,,126.405,5914.8,102.8708134,6017.670813,1,0,0,208,40.78,-30.27,1.03,6.67,39.6483,6.61148539,0.09194549,-0.157109295
2018,Legume Trial,Saint Paul,Alsike Clover,AlCl,3,307,,NA,NA,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,Alsike Clover,AlCl,4,405,,174.105,5501.4,0,5501.4,1,232.0574163,0,405,41.13,-30.3,0.94,6.65,43.6894,6.58626711,0.0954091,-0.1534116
2018,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,1,109,,147.075,5787.6,0,5787.6,1,600.4784689,0,109,40.45,-29.82,1.44,6.93,28.1692,NA,NA,NA
2018,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,2,207,,270.3,7043.7,23.92344498,7067.623445,1,546.6507177,0,207,40.74,-29.65,1.07,6.68,38.1119,7.87948935,0.07744412,-0.158282896
2018,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,3,301,,100.17,4245.3,9.56937799,4254.869378,1,1934.210526,0,301,41.06,-30.09,1.05,4.74,39.1099,5.93576546,0.30502155,0.126720608
2018,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,4,409,,NA,NA,NA,NA,NA,NA,NA,409,41.68,-30.13,0.72,3.99,58.0829,NA,NA,NA
2018,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,1,108,,147.87,5724,589.7129187,6313.712919,1,68.18181818,0,108,41.02,-29.92,0.88,6.58,46.6666,6.70605148,0.10238117,-0.143116053
2018,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,2,202,,49.29,3943.2,7.177033493,3950.377033,1,180.6220096,0,202,41.42,-29.95,0.91,5.27,45.6455,4.21296459,0.32924558,0.047952406
2018,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,3,309,,236.115,9619.5,1.196172249,9620.696172,1,0,0,309,41.23,-30.06,0.91,6.58,45.254,7.32335095,0.0937495,-0.144186356
2018,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,4,403,,236.115,6010.2,0,6010.2,1,401.9138756,0,403,41.14,-30.47,0.83,5.14,49.6976,5.07684154,0.30272116,0.067911798
2018,Legume Trial,Saint Paul,none,None,1,106,,89.835,5724,NA,5724,0,3.588516746,0,106,41.3154027,-31.84,1.08,6.3748,38.2317,NA,NA,NA
2018,Legume Trial,Saint Paul,none,None,2,209,,289.38,6534.9,NA,6534.9,0,51.4354067,0,209,41.2336979,-31.896,0.61,4.4252,67.2035,NA,NA,NA
2018,Legume Trial,Saint Paul,none,None,3,303,,138.33,5970.45,NA,5970.45,0,84.92822967,0,303,40.452963,-31.581,0.82,5.8425,49.038,NA,NA,NA
2018,Legume Trial,Saint Paul,none,None,4,408,,125.61,4324.8,NA,4324.8,0,59.80861244,0,408,40.8524088,-31.076,0.93,5.7773,43.9288,NA,NA,NA
2018,Legume Trial,Saint Paul,Red Clover,RdCl,1,104,,135.15,5596.8,316.9856459,5913.785646,1,0,0,104,40.9431919,-31.585,1.4,7.3664,29.3197,5.94644797,NA,-0.259009966
2018,Legume Trial,Saint Paul,Red Clover,RdCl,2,205,,50.085,4261.2,124.4019139,4385.601914,1,57.41626794,0,205,40.8614871,-31.2,1.17,5.0428,34.9325,4.91279078,0.31870262,0.081702231
2018,Legume Trial,Saint Paul,Red Clover,RdCl,3,302,,103.35,4595.1,188.9952153,4784.095215,1,0,0,302,41.1610714,-31.358,1.15,5.6931,35.7033,5.36311938,0.23503502,-0.013653868
2018,Legume Trial,Saint Paul,Red Clover,RdCl,4,404,,139.125,4499.7,633.9712919,5133.671292,1,238.0382775,0,404,40.6254509,-31.222,1.11,5.2857,36.743,5.11568464,0.28660837,0.046087297
2018,Legume Trial,Saint Paul,White Clover,WhCl,1,107,,138.33,5533.2,400.7177033,5933.917703,1,43.06220096,0,107,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,White Clover,WhCl,2,203,,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA
2018,Legume Trial,Saint Paul,White Clover,WhCl,3,305,,135.945,8458.8,294.2583732,8753.058373,1,0,0,305,40.2260052,-31.318,0.71,5.4037,56.6129,6.1536889,0.2394341,0.028784619
2018,Legume Trial,Saint Paul,White Clover,WhCl,4,407,,228.96,5930.7,296.6507177,6227.350718,1,0,0,407,41.7,-30.13,0.86,5.89,48.5512,6.14743169,0.19122686,-0.04214541
2019,Legume Trial,Lamberton,40 Lbs lb N/Ac,MedN,1,108,,395.744,7938.72,NA,7938.72,0,4.784688995,119.6172249,108,42.1038764,-29.597,0.8,0.9656,52.8009,NA,NA,NA
2019,Legume Trial,Lamberton,40 Lbs lb N/Ac,MedN,2,206,,438.656,8119.904,NA,8119.904,0,14.35406699,227.2727273,206,43.1607641,-30.039,0.81,0.7848,53.3014,NA,NA,NA
2019,Legume Trial,Lamberton,40 Lbs lb N/Ac,MedN,3,301,,505.408,8563.328,NA,8563.328,0,9.56937799,14.35406699,301,43.1697973,-30.454,0.77,1.6813,55.7819,NA,NA,NA
2019,Legume Trial,Lamberton,40 Lbs lb N/Ac,MedN,4,406,,181.184,5104.144,NA,5104.144,0,4.784688995,0,406,43.196897,-29.736,0.75,0.5866,57.6207,NA,NA,NA
2019,Legume Trial,Lamberton,80 Lbs lb N/Ac,HiN,1,102,,305.152,7631.184,NA,7631.184,0,90.90909091,31.10047847,102,42.4561723,-30.019,0.93,0.7837,45.713,NA,NA,NA
2019,Legume Trial,Lamberton,80 Lbs lb N/Ac,HiN,2,203,,562.624,6758.64,NA,6758.64,0,81.33971292,11.96172249,203,43.0884983,-30.174,0.79,0.3925,54.7827,NA,NA,NA
2019,Legume Trial,Lamberton,80 Lbs lb N/Ac,HiN,3,306,,164.496,6405.808,NA,6405.808,0,35.88516746,7.177033493,306,42.4381058,-30.078,0.9,0.1353,46.9212,NA,NA,NA
2019,Legume Trial,Lamberton,80 Lbs lb N/Ac,HiN,4,405,,314.688,3938.368,NA,3938.368,0,0,0,405,43.51306,-30.411,0.84,0.1061,52.0718,NA,NA,NA
2019,Legume Trial,Lamberton,Alfalfa,Alf,1,105,,114.432,2836.96,435.4066986,3272.366699,1,1.196172249,9.56937799,105,41.02,-29.9,0.88,2.49,46.8276,1.52207803,0.70540946,-0.30706973
2019,Legume Trial,Lamberton,Alfalfa,Alf,2,204,,493.488,3711.888,1734.449761,5446.337761,1,52.63157895,9.56937799,204,41.11,-29.53,0.82,1.26,50.2678,0.29443075,0.94301441,0.125200442
2019,Legume Trial,Lamberton,Alfalfa,Alf,3,309,,247.936,3216.016,559.8086124,3775.824612,1,26.31578947,62.20095694,309,42.18,-29.839,0.71,0.98,59.7513,0.01266401,0.99754894,0.22441408
2019,Legume Trial,Lamberton,Alfalfa,Alf,4,404,,262.24,4462.848,406.6985646,4869.546565,1,7.177033493,124.4019139,404,41.89,-29.738,0.71,1.51,58.7136,0.53911584,0.89565684,0.03904372
2019,Legume Trial,Lamberton,Alsike Clover,AlCl,1,107,,462.496,5499.888,174.6411483,5674.529148,1,71.77033493,144.7368421,107,41.19,-29.77,0.6,1.4,69.1694,0.99386447,0.82645251,0.076104061
2019,Legume Trial,Lamberton,Alsike Clover,AlCl,2,202,,569.776,5101.76,9.56937799,5111.329378,1,11.96172249,193.7799043,202,41.11,-30.23,0.71,1.27,57.9748,0.85630721,0.85047261,0.124539714
2019,Legume Trial,Lamberton,Alsike Clover,AlCl,3,305,,550.704,6596.528,38.27751196,6634.805512,1,11.96172249,349.2822967,305,42.31,-30.103,0.68,1.38,62.5086,0.96622387,0.83127908,0.085836667
2019,Legume Trial,Lamberton,Alsike Clover,AlCl,4,409,,543.552,6288.992,205.7416268,6494.733627,1,55.02392344,361.2440191,409,41.99,-30.121,0.68,0.7,61.6643,0.28598744,0.9500612,0.325356536
2019,Legume Trial,Lamberton,Birdsfoot Trefoil,BTre,1,104,,54.832,1349.344,1795.454545,3144.798545,1,0,0,104,41.64,-30.03,0.72,1.36,58.006,1.54235522,0.75583688,0.090771752
2019,Legume Trial,Lamberton,Birdsfoot Trefoil,BTre,2,205,,219.328,4052.8,1973.684211,6026.484211,1,2.392344498,0,205,41.81,-29.67,0.86,1.35,48.8359,1.53123695,0.75759697,0.094686638
2019,Legume Trial,Lamberton,Birdsfoot Trefoil,BTre,3,302,,135.888,6648.976,3217.703349,9866.679349,1,0,4.784688995,302,42.293109,-30.085,0.73,0.9938,57.6264,1.17396241,0.81415544,0.220487532
2019,Legume Trial,Lamberton,Birdsfoot Trefoil,BTre,4,402,,45.296,5743.056,2360.047847,8103.103847,1,0,2.392344498,402,42.52,-30.185,0.69,1.24,61.5949,1.42335202,0.77467573,0.132674288
2019,Legume Trial,Lamberton,Canada Milk Vetch,CMV,1,101,,83.44,2589.024,502.3923445,3091.416344,1,263.1578947,473.6842105,101,40.75,-29.95,0.98,1.85,41.6272,0.80635989,0.84178965,-0.079704188
2019,Legume Trial,Lamberton,Canada Milk Vetch,CMV,2,201,,317.072,7616.88,11.96172249,7628.841722,1,64.59330144,172.2488038,201,41.53,-29.64,0.63,1.99,65.66,0.95427597,0.81276805,-0.131787314
2019,Legume Trial,Lamberton,Canada Milk Vetch,CMV,3,308,,467.264,5139.904,684.2105263,5824.114526,1,43.06220096,1449.760766,308,41.88,-29.949,0.63,1.24,66.9736,0.19622993,0.96149907,0.135130307
2019,Legume Trial,Lamberton,Canada Milk Vetch,CMV,4,401,,200.256,5333.008,210.5263158,5543.534316,1,0,0,401,41.86,-29.452,0.61,1.5,68.8446,0.4585914,0.91002292,0.042749507
2019,Legume Trial,Lamberton,none,None,1,103,,522.096,7559.664,NA,7559.664,0,0,0,103,41.57,-30.18,0.62,2.18,66.7708,NA,NA,NA
2019,Legume Trial,Lamberton,none,None,2,208,,522.096,4286.432,NA,4286.432,0,2.392344498,834.9282297,208,41.84,-29.69,0.57,1.37,73.8648,NA,NA,NA
2019,Legume Trial,Lamberton,none,None,3,303,,188.336,4398.48,NA,4398.48,0,145.9330144,1413.875598,303,41.37,-29.172,0.74,1.51,55.7117,NA,NA,NA
2019,Legume Trial,Lamberton,none,None,4,408,,216.944,2246.92,NA,2246.92,0,11.96172249,803.8277512,408,41.45,-29.861,0.76,1.44,54.8822,NA,NA,NA
2019,Legume Trial,Lamberton,Red Clover,RdCl,1,106,,729.504,6274.688,1677.033493,7951.721493,1,421.0526316,117.2248804,106,41.61,-30.58,0.64,0.98,64.8208,0.46228744,0.91769497,0.224546677
2019,Legume Trial,Lamberton,Red Clover,RdCl,2,209,,565.008,5063.616,459.3301435,5522.946144,1,38.27751196,0,209,42.3479269,-30.3,0.69,1.01,61.4447,0.48996851,0.91276667,0.214799821
2019,Legume Trial,Lamberton,Red Clover,RdCl,3,307,,817.712,6522.624,923.4449761,7446.068976,1,7.177033493,0,307,42.22,-29.753,0.56,1.13,75.0522,0.60632666,0.89205042,0.173828642
2019,Legume Trial,Lamberton,Red Clover,RdCl,4,407,,426.736,5900.4,1468.899522,7369.299522,1,7.177033493,11.96172249,407,42.04,-30.068,0.64,0.88,65.2055,0.35996068,0.93591309,0.260577224
2019,Legume Trial,Lamberton,White Clover,WhCl,1,109,,362.368,4346.032,16.74641148,4362.778411,1,4.784688995,86.12440191,109,41.151045,-29.978,0.74,1.3758,55.9728,0.87578185,0.84463022,0.085992306
2019,Legume Trial,Lamberton,White Clover,WhCl,2,207,,278.928,4791.84,0,4791.84,1,0,0,207,42.1,-30.08,0.71,1.09,59.675,0.58738176,0.8957944,0.187541636
2019,Legume Trial,Lamberton,White Clover,WhCl,3,304,,512.56,7314.112,26.31578947,7340.427789,1,2.392344498,889.9521531,304,42.51,-30.158,0.72,1.31,58.8641,0.80753236,0.85673815,0.110023815
2019,Legume Trial,Lamberton,White Clover,WhCl,4,403,,205.024,3626.064,4.784688995,3630.848689,1,0,746.4114833,403,41.99,-30.354,0.73,1.51,57.8743,1.0122355,0.8204224,0.037945246
2019,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,1,103,,104.896,2662.928,NA,2662.928,0,35.88516746,0,103,42.0135441,-29.64,0.83,2.1443,50.4148,NA,NA,NA
2019,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,2,203,,95.36,4419.936,NA,4419.936,0,96.88995215,0,203,40.703726,-29.081,1.01,2.6265,40.2804,NA,NA,NA
2019,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,3,301,,92.976,3618.912,NA,3618.912,0,174.6411483,0,301,41.5076833,-29.39,0.76,4.9481,54.864,NA,NA,NA
2019,Legume Trial,Rosemount,40 Lbs lb N/Ac,MedN,4,408,,116.816,4477.152,NA,4477.152,0,104.0669856,0,408,41.8238463,-29.217,0.78,2.5286,53.8301,NA,NA,NA
2019,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,1,108,,174.032,4183.92,NA,4183.92,0,466.507177,0,108,42.3929397,-29.306,1.09,4.2216,38.8026,NA,NA,NA
2019,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,2,209,,107.28,1892.896,NA,1892.896,0,125.5980861,5.980861244,209,42.1219429,-29.097,0.83,5.5507,50.6961,NA,NA,NA
2019,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,3,307,,352.832,5980.264,NA,5980.264,0,220.0956938,0,307,41.9051454,-29.832,0.96,3.6018,43.5324,NA,NA,NA
2019,Legume Trial,Rosemount,80 Lbs lb N/Ac,HiN,4,407,,154.96,4148.16,NA,4148.16,0,133.9712919,0,407,42.3116407,-29.323,0.86,3.1643,48.9781,NA,NA,NA
2019,Legume Trial,Rosemount,Alfalfa,Alf,1,104,,83.44,1625.888,278.708134,1904.596134,1,43.06220096,0,104,41.48,-29.658,1.03,2.36,40.172,2.71001554,0.65715562,0.372712536
2019,Legume Trial,Rosemount,Alfalfa,Alf,2,202,,395.744,4447.352,1017.942584,5465.294584,1,66.98564593,0,202,41.22,-29.863,0.87,3.09,47.3716,3.44540219,0.56412177,0.243697335
2019,Legume Trial,Rosemount,Alfalfa,Alf,3,303,,150.192,3645.136,919.8564593,4564.992459,1,2.392344498,0,303,41.31,-29.48,0.88,2.32,47.086,2.67133355,0.66204928,0.379498851
2019,Legume Trial,Rosemount,Alfalfa,Alf,4,406,,102.512,3415.08,1370.813397,4785.893397,1,19.13875598,0,406,40.84,-29.799,1.18,3.5,34.5907,3.85078741,0.51283644,0.172577121
