Year,Experiment,Location,Treatment,Trt_code,Rep,Plot,Baseline Nitrate,Recalculated IWG Grain kg/ha,Recalculated IWG Straw kg/ha,Legume Biomass kg/ha,Total VBiomass,Legume,Weed Biomass kg/ha,Legume weed biomass kg/ha,Plot,IWG_%C,IWG_13C,IWG_%N,IWG_15N,IWG_CN,Diff_IWG_LEG,Leg_Fraction,% N_transfer
2019,Legume Trial,Rosemount,Alsike Clover,AlCl,1,109,,174.032,3469.912,0,3469.912,1,10.76555024,0,109,41.4798053,-29,0.77,2.9744,53.5564,3.51460372,0.56557261,0.26413426
2019,Legume Trial,Rosemount,Alsike Clover,AlCl,2,207,,83.44,3496.136,28.70813397,3524.844134,1,407.8947368,0,207,41.43,-29.714,0.65,4.48,63.4159,5.01569911,0.38002766,0.000784191
2019,Legume Trial,Rosemount,Alsike Clover,AlCl,3,309,,71.52,2848.88,282.2966507,3131.176651,1,319.3779904,0,309,41.01,-29.402,0.75,2.98,54.3464,3.5187232,0.56506341,0.263411544
2019,Legume Trial,Rosemount,Alsike Clover,AlCl,4,402,,107.28,3601.032,21.53110048,3622.5631,1,428.2296651,38.27751196,402,41.21,-29.402,0.71,4.19,58.1611,4.73211816,0.41508007,0.050535234
2019,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,1,102,,35.76,2538.96,3861.244019,6400.204019,1,308.6124402,0,102,41.55,-29.199,1.13,3.1,36.8351,3.20613054,0.58126258,0.242193239
2019,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,2,204,,21.456,2140.832,4744.019139,6884.851139,1,25.11961722,0,204,41.39,-29.587,1.45,3.74,28.6256,3.84568061,0.497734,0.129991473
2019,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,3,305,,102.512,1983.488,2059.808612,4043.296612,1,0,0,305,41.3,-29.519,0.93,2.45,44.5543,2.5522129,0.66666765,0.356915632
2019,Legume Trial,Rosemount,Birdsfoot Trefoil,BTre,4,409,,69.136,3995.584,2611.244019,6606.828019,1,50.23923445,177.0334928,409,41.6069894,-29.314,0.9,3.3382,46.1179,3.44483626,0.55008637,0.200315042
2019,Legume Trial,Rosemount,Canada Milk Vetch,CMV,2,201,,114.432,3598.648,228.4688995,3827.1169,1,118.4210526,0,201,41.07,-29.35,0.77,3.09,53.5985,3.24420121,0.5791307,0.244579612
2019,Legume Trial,Rosemount,Canada Milk Vetch,CMV,3,306,,64.368,2353.008,291.8660287,2644.874029,1,55.02392344,0,306,39.99,-29.308,0.77,2.85,51.7803,3.01097507,0.60938706,0.285496478
2019,Legume Trial,Rosemount,none,None,1,106,,66.752,1093.064,NA,1093.064,0,33.49282297,0,106,40.97,-29.191,0.72,5.37,57.2201,NA,NA,NA
2019,Legume Trial,Rosemount,none,None,2,206,,40.528,3475.872,NA,3475.872,0,40.66985646,2.392344498,206,41.06,-28.827,0.7,3.82,58.6798,NA,NA,NA
2019,Legume Trial,Rosemount,none,None,3,304,,83.44,3019.336,NA,3019.336,0,107.6555024,23.92344498,304,41.4980583,-29.231,0.67,3.0161,61.7222,NA,NA,NA
2019,Legume Trial,Rosemount,none,None,4,405,,66.752,2190.896,NA,2190.896,0,105.2631579,86.12440191,405,42.09,-29.102,0.71,5.74,59.4728,NA,NA,NA
2019,Legume Trial,Rosemount,Red Clover,RdCl,1,101,,169.264,4064.72,1828.947368,5893.667368,1,14.35406699,0,101,41.41,-29.329,0.75,2.45,55.4347,2.94098145,0.63416594,0.355807465
2019,Legume Trial,Rosemount,Red Clover,RdCl,2,205,,85.824,2786.896,1550.239234,4337.135234,1,21.53110048,0,205,41.33,-29.776,0.95,4.68,43.7038,5.17316818,0.35650015,-0.035804242
2019,Legume Trial,Rosemount,Red Clover,RdCl,3,308,,152.576,4095.712,1854.066986,5949.778986,1,52.63157895,0,308,41.27,-29.697,0.91,2.79,45.4326,3.28333866,0.5915795,0.295744796
2019,Legume Trial,Rosemount,Red Clover,RdCl,4,404,,138.272,3515.208,1077.751196,4592.959196,1,129.1866029,0,404,41.11,-29.442,0.85,4.87,48.5405,5.36341018,0.3328356,-0.069180032
2019,Legume Trial,Rosemount,White Clover,WhCl,1,105,,112.048,1428.016,23.92344498,1451.939445,1,205.7416268,76.55502392,105,41.47,-29.363,0.81,2.94,51.0914,3.39251664,0.57632114,0.271006554
2019,Legume Trial,Rosemount,White Clover,WhCl,2,208,,107.28,3195.752,16.74641148,3212.498411,1,181.8181818,4.784688995,208,41.16,-29.371,0.72,6.38,57.2829,6.84009734,0.14576553,-0.333832164
2019,Legume Trial,Rosemount,White Clover,WhCl,3,302,,143.04,2937.088,9.56937799,2946.657378,1,224.8803828,4.784688995,302,41.44,-29.083,0.69,3.31,59.9913,3.76619877,0.52965336,0.205448287
2019,Legume Trial,Rosemount,White Clover,WhCl,4,401,,207.408,4510.528,4.784688995,4515.312689,1,47.84688995,383.9712919,401,42.06,-29.378,0.7,4.16,59.6898,4.61886784,0.42316667,0.055857221
2019,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,1,103,,288.464,9606.328,NA,9606.328,0,155.5023923,0,103,42.6187704,-30.708,0.99,6.1,43.0748,NA,NA,NA
2019,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,2,204,,NA,NA,NA,NA,NA,NA,0,204,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,3,304,,312.304,6906.448,NA,6906.448,0,0,0,304,43.2601296,-30.21,1.01,4.0875,42.9715,NA,NA,NA
2019,Legume Trial,Saint Paul,40 Lbs lb N/Ac,MedN,4,401,,333.76,6384.352,NA,6384.352,0,11.96172249,0,401,43.2872293,-30.636,0.84,5.6244,51.3319,NA,NA,NA
2019,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,1,105,,259.856,7358.216,NA,7358.216,0,38.27751196,0,105,43.1697973,-31.179,1.4,5.4387,30.7485,NA,NA,NA
2019,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,2,201,,221.712,5198.312,NA,5198.312,0,0,0,201,43.3594951,-30.321,0.98,4.4421,44.0676,NA,NA,NA
2019,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,3,306,,NA,NA,NA,NA,NA,NA,0,306,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,80 Lbs lb N/Ac,HiN,4,402,,73.904,4720.32,NA,4720.32,0,0,0,402,43.2330299,-30.248,1.15,5.484,37.6832,NA,NA,NA
2019,Legume Trial,Saint Paul,Alfalfa,Alf,1,101,,NA,NA,NA,NA,NA,NA,0,101,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,Alfalfa,Alf,2,206,,455.344,6892.144,1344.497608,8236.641608,1,0,0,206,42.52,-30.45,0.86,4.48,49.5353,4.21658449,0.40451582,0.234330041
2019,Legume Trial,Saint Paul,Alfalfa,Alf,3,308,,302.768,7209.216,1033.492823,8242.708823,1,0,0,308,42.69,-30.53,0.82,4.67,51.8198,4.05834531,0.39706064,0.208555738
2019,Legume Trial,Saint Paul,Alfalfa,Alf,4,406,,271.776,5723.984,851.6746411,6575.658641,1,7.177033493,0,406,42.05,-30.57,0.85,5.59,49.1921,5.690858,0.2351958,0.084562097
2019,Legume Trial,Saint Paul,Alsike Clover,AlCl,1,102,,157.344,8613.392,0,8613.392,1,270.3349282,0,102,41.22,-30.57,0.79,5.86,52.1043,NA,NA,NA
2019,Legume Trial,Saint Paul,Alsike Clover,AlCl,2,208,,390.976,4844.288,19.13875598,4863.426756,1,52.63157895,14.35406699,208,42.39256,-31.139,0.92,6.0119,46.156,5.7819138,0.18689818,0.027968575
2019,Legume Trial,Saint Paul,Alsike Clover,AlCl,3,307,,NA,NA,NA,NA,NA,NA,0,307,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,Alsike Clover,AlCl,4,405,,679.44,8551.408,0,8551.408,1,21.53110048,1.196172249,405,41.5,-30.75,0.55,5.05,75.8161,NA,NA,NA
2019,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,1,109,,326.608,5325.856,0,5325.856,1,177.0334928,1.196172249,109,41.99,-30.92,0.69,6.36,60.5147,NA,NA,NA
2019,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,2,207,,135.888,4956.336,1.196172249,4957.532172,1,90.90909091,0,207,42.43,-30.69,0.8,6.46,52.7848,NA,NA,NA
2019,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,3,301,,352.832,6727.648,90.90909091,6818.557091,1,2.392344498,14.35406699,301,42.68,-30.36,0.72,4.11,59.3614,5.71475314,0.36083268,0.282963288
2019,Legume Trial,Saint Paul,Birdsfoot Trefoil,BTre,4,409,,NA,NA,NA,NA,NA,NA,0,409,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,1,108,,834.4,7291.464,0,7291.464,1,37.08133971,7.177033493,108,41.78,-30.64,0.57,5.67,73.2745,5.64598841,0.22878857,0.074463924
2019,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,2,202,,216.944,8646.768,117.2248804,8763.99288,1,0,11.96172249,202,41.8599852,-30.911,0.69,6.2061,60.5431,6.43605395,0.14989967,0.001874469
2019,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,3,309,,345.68,6532.16,59.80861244,6591.968612,1,4.784688995,0,309,41.264325,-29.798,0.69,3.0533,59.8843,2.7732956,0.60723392,0.425632312
2019,Legume Trial,Saint Paul,Canada Milk Vetch,CMV,4,403,,326.608,5743.056,0,5743.056,1,4.784688995,4.784688995,403,41.89,-30.98,0.64,5.08,65.0435,5.06316357,0.30839928,0.152800595
2019,Legume Trial,Saint Paul,none,None,1,106,,503.024,7762.304,NA,7762.304,0,47.84688995,2.392344498,106,42.83,-30.52,0.58,6.76,74.3418,NA,NA,NA
2019,Legume Trial,Saint Paul,none,None,2,209,,216.944,6455.872,NA,6455.872,0,2.392344498,1.196172249,209,42.880734,-31.013,1,6.0646,42.7496,NA,NA,NA
2019,Legume Trial,Saint Paul,none,None,3,303,,238.4,5173.28,NA,5173.28,0,22.72727273,0,303,42.57,-30.72,0.78,6.7,54.9226,NA,NA,NA
2019,Legume Trial,Saint Paul,none,None,4,408,,555.472,8845.832,NA,8845.832,0,0,0,408,42.47,-30.59,0.55,5.39,77.4772,NA,NA,NA
2019,Legume Trial,Saint Paul,Red Clover,RdCl,1,104,,700.896,5015.936,62.20095694,5078.136957,1,9.56937799,0,104,42.2,-30.07,0.49,7.31,86.1195,3.82978174,0.00806871,-0.146476041
2019,Legume Trial,Saint Paul,Red Clover,RdCl,2,205,,234.824,8625.312,0,8625.312,1,0,0,205,41.441035,-30.929,0.8,5.4309,51.6323,NA,NA,NA
2019,Legume Trial,Saint Paul,Red Clover,RdCl,3,302,,321.84,7233.056,117.2248804,7350.28088,1,0,7.177033493,302,42.41,-30.95,0.73,5.59,57.9769,3.9295709,0.30828794,0.084735094
2019,Legume Trial,Saint Paul,Red Clover,RdCl,4,404,,469.648,9078.272,289.4736842,9367.745684,1,2.392344498,0,404,42.31,-30.33,0.7,5.01,60.4337,4.49444397,0.34108091,0.162037101
2019,Legume Trial,Saint Paul,White Clover,WhCl,1,107,,417.2,6882.608,0,6882.608,1,7.177033493,0,107,41.79,-30.88,0.87,5.58,48.1534,NA,NA,NA
2019,Legume Trial,Saint Paul,White Clover,WhCl,2,203,,NA,NA,NA,NA,NA,NA,0,203,NA,NA,NA,NA,NA,NA,NA,NA
2019,Legume Trial,Saint Paul,White Clover,WhCl,3,305,,183.568,7283.12,0,7283.12,1,2.392344498,698.5645933,305,41.95,-31.03,0.77,5.49,54.7411,NA,NA,NA
2019,Legume Trial,Saint Paul,White Clover,WhCl,4,407,,448.192,5819.344,2.392344498,5821.736344,1,342.1052632,0,407,42.37,-31.05,0.58,5.68,72.8835,NA,NA,NA
